"square_footage","bedrooms","bathrooms","year_built","lot_size","neighborhood","school_district_rating","crime_rate","proximity_to_amenities","economic_indicator","price"
1759,5,2,1960,6964,"Dakar",6.3,2.8,5,125.8,894926
1904,3,2,2014,6126,"Podor",8.8,4.6,9.7,97.5,696191
1771,3,2,1952,8790,"Touba",6.3,1.9,2.8,113.1,665050
1378,2,2,1962,3937,"Tambacounda",8,9.1,1,97.4,596761
1567,3,2,2021,5208,"Dakar",7.9,9.7,7.9,105.4,718921
2558,3,2,2004,2836,"Kaolack",7.1,8.9,6.3,91.5,729672
2837,3,2,2011,6016,"Kaolack",7.4,9.6,2,106.1,816327
1272,3,2,1951,8294,"Thies",7.2,9.2,4.8,126.7,678994
1978,3,2,1950,5410,"St-Louis",5.6,1.3,5.6,68.9,710039
1531,2,2,2020,4537,"Kaolack",4.6,5.7,1.3,102.7,584139
1845,2,3,1999,1226,"Ziguinchor",8,4.2,2.6,96,583560
1974,3,2,1957,6231,"St-Louis",6.1,4,4.9,117.8,711543
1541,3,2,2008,949,"Ziguinchor",4.9,2.6,7.2,92.6,537994
1944,3,3,2021,3840,"Tambacounda",6.4,5.7,0.2,122.4,621500
2634,3,2,1953,6720,"Ziguinchor",6.7,2.3,5.9,93.8,877558
1260,5,1,1977,2954,"Dakar",6.1,5.9,4.5,127.5,777201
1601,1,1,1953,5344,"Podor",5.7,1.4,4.2,93.3,645305
1949,4,1,1996,5131,"Thies",7.2,3.1,9.7,117.2,701643
1987,3,1,1995,6404,"Podor",7.2,6.4,5.1,129.1,580931
1834,4,2,1953,6986,"St-Louis",8,3.1,2.1,47.6,697000
1973,2,1,1964,7220,"Dakar",7.3,5.4,2,92,778397
1718,2,2,2017,5170,"Touba",6.3,8.2,7.5,96.6,579161
1895,2,2,2012,6530,"Thies",7,6.3,6.7,95.1,773052
1766,3,2,2012,4997,"Ziguinchor",7.3,9.3,6,79,644686
2258,3,2,1981,3313,"Ziguinchor",7.3,1.4,8,89.3,766975
2155,3,2,2005,3638,"Thies",7.4,4.8,0.9,137.4,807937
1790,3,1,1960,4622,"Podor",2.2,4,8.1,107.6,611672
2457,3,2,1972,5645,"Dakar",8,7.7,1.5,119.6,894282
1885,4,2,1989,3011,"Touba",6.7,6.4,3.1,99.3,657555
2089,2,2,1985,216,"Podor",6.7,3.1,2.7,89.5,637151
1914,3,1,1958,6714,"Podor",8.2,1.4,4.2,131.8,712445
1494,2,1,2012,4576,"Tambacounda",8.7,7.2,2.7,98.6,566090
2167,4,2,1996,3328,"Thies",6.7,2.7,9.2,102.8,923218
875,3,2,1978,3248,"Podor",5,6.7,2.5,95.8,490676
1316,2,1,1966,7285,"Tambacounda",5.1,6.6,7.6,123.5,575741
2114,3,2,1974,1545,"St-Louis",6.5,5.4,7,83.1,745768
2420,2,1,1969,4895,"Podor",6.9,3.6,4.8,91.9,722814
1047,3,2,1961,6129,"Dakar",6.6,2.8,4.4,87.1,768257
2391,2,3,1993,5151,"Thies",10.3,4.1,6.7,114.7,863510
1133,3,2,1984,1502,"Dakar",8.1,8.8,5,95.6,638987
1502,1,2,1991,7692,"St-Louis",5.4,5.7,0.9,121.4,487725
1135,3,2,1961,6220,"Ziguinchor",10.4,3.7,5.3,94.8,552428
1709,3,2,2012,3655,"Tambacounda",5.2,1.2,8.3,98.8,624897
1825,3,2,2019,6150,"Touba",6.2,4.9,2.6,102.8,651406
2006,2,1,1970,5382,"Thies",5.1,8.7,5.1,127.9,711104
1589,3,2,1977,2964,"St-Louis",7.6,7.6,9.9,65.1,635724
1790,2,1,1994,7284,"Ziguinchor",6.6,4.2,8.1,130.3,624872
1952,4,2,1978,2054,"Touba",7.7,5.7,4.4,81.4,648120
1314,4,2,1995,3979,"Thies",6.4,6.9,7.3,84.2,747195
1449,2,2,1959,4545,"Podor",7,2.7,3.1,95.2,649095
2489,3,2,1952,4743,"St-Louis",7.5,6.9,1.3,103.2,753527
323,3,1,1970,5657,"St-Louis",4.6,7.8,1.1,132.1,277758
2278,3,1,1984,5148,"Thies",7.3,6.3,6.8,85.6,824147
2330,5,2,1999,5059,"Dakar",7.4,2.5,3.8,97,876914
2475,1,3,1960,3155,"Thies",8.3,3.9,9.4,91.7,854560
1599,3,1,1966,4590,"Touba",7.6,4,3.6,99,648817
2220,4,2,2003,3360,"Touba",7.9,2.1,7.9,99.8,749472
1908,3,2,2001,2179,"St-Louis",7.5,5.6,6.7,83,583552
1481,3,2,2006,6120,"St-Louis",8.5,5.2,0.8,122,608237
2076,2,3,2016,4826,"Touba",8,1.8,2.8,116.8,665584
1985,3,2,1981,7372,"Podor",8,6.9,4.6,86.1,750071
1605,4,2,2003,3781,"Ziguinchor",6.3,3.7,5.4,77.9,623005
1570,2,2,1987,7601,"Tambacounda",9.6,2.9,2.3,91.1,664669
1667,3,1,1963,6446,"Ziguinchor",7.5,7.8,8.4,109.9,601506
2051,3,2,1996,4726,"Podor",9,6.4,2.1,105.6,702331
1774,4,2,1953,2964,"Podor",5.5,6.9,7.4,126.9,717166
1124,3,2,1951,6996,"Touba",7.8,6.2,4.5,101.5,528911
1954,2,3,1964,1247,"Kaolack",5.8,5.3,1.5,126.3,747278
1617,1,2,2019,3514,"Thies",10.6,6.2,7.2,125.6,655988
2180,3,2,1969,3789,"Thies",7.4,9.7,2.7,90.8,715093
1196,3,1,2002,5091,"Touba",7.5,4.3,3,129.8,481568
846,5,2,1983,4204,"St-Louis",3.7,8.3,3.6,73.6,496597
1551,3,1,1991,5541,"Ziguinchor",4,4.9,2.1,103.4,539536
1481,2,2,1972,6618,"Thies",7.1,5.8,7.7,115.4,689393
2138,2,2,1956,5459,"Thies",6.5,7.6,6,108.4,793518
865,2,3,1968,3450,"Thies",7.7,4.1,1.7,103.9,700085
1266,3,2,2007,2309,"Touba",7.9,7,1,100.3,545896
1737,3,2,1956,2490,"Podor",8,9.1,5.8,98.6,620383
1432,3,2,2015,1680,"Touba",8.4,3.4,8.5,86.9,649337
1704,3,2,1962,5274,"Ziguinchor",7.9,3.3,4.9,83.5,702848
1201,2,3,2009,1430,"Kaolack",7.4,1.9,8.9,105.3,692796
1388,3,2,2013,2304,"Touba",8.3,6.3,9,88,598185
1340,3,2,1985,5517,"Thies",6.6,6.7,0.1,100.5,745956
928,2,2,1992,8778,"Touba",8,8.3,8.2,88.2,559372
1992,3,2,2016,2547,"Touba",7.8,9.7,6.3,61.5,589988
1529,4,2,1999,522,"Tambacounda",4.2,4,4.8,82.9,603061
1522,3,2,1957,1019,"Kaolack",7.3,3.8,5.2,109.6,702587
2354,3,2,1980,2742,"Ziguinchor",6.7,3.5,8.4,109.9,798308
2134,3,2,1988,6338,"Ziguinchor",4.6,2.3,8.4,89.1,740766
1453,3,2,2016,6883,"Ziguinchor",8.3,6,2.2,134,529225
2240,2,3,1963,5199,"Thies",6.7,3.2,8.4,108.8,799019
1611,3,2,2014,3886,"Thies",6.6,2.7,1.7,87.5,714079
1584,2,1,1979,6228,"St-Louis",6.1,2.5,0.9,115,556039
1883,3,1,2009,5306,"Tambacounda",5.2,4.5,7.5,110.7,665154
1870,2,1,2011,3872,"Ziguinchor",7.8,2.8,0.3,126.4,639699
1746,3,1,1997,5483,"Touba",8.4,3.7,0.9,141,628872
1674,4,3,1995,3415,"Tambacounda",8.7,4.2,7.5,96.8,712797
2000,2,2,1997,5699,"Dakar",8,5.4,1.7,73.8,806134
2297,3,2,2004,7180,"St-Louis",7.2,9.5,7.5,94.1,752833
1603,4,1,1970,4425,"Tambacounda",7.8,2.3,6.5,98.8,546227
2526,3,2,1960,3560,"Dakar",7.8,2.2,4.2,111.1,931398
1383,2,1,1991,3256,"Touba",8.9,2.6,8.5,94,583527
2801,4,2,2010,7664,"Podor",5.7,3.3,7.4,85.1,833946
2210,4,2,1964,3858,"Podor",5.7,5.7,4.7,93.8,776944
1619,2,2,2001,7090,"St-Louis",7.2,3.2,7.1,74.6,574435
737,2,2,2021,5830,"Thies",4.2,7.2,0.8,90.6,448721
1601,3,2,1952,966,"St-Louis",7.8,5,4.8,75.7,704635
1626,2,2,1965,4906,"Touba",6.7,8.9,5,108.1,672759
2522,4,2,1988,5580,"St-Louis",10.7,9.7,9.4,94.4,740446
1988,2,1,1986,7749,"Ziguinchor",4.6,4.1,1.9,114.6,489490
889,3,1,1961,10363,"St-Louis",8.2,9.1,9.4,112.5,480343
1936,5,2,1987,2600,"Podor",8.8,1.2,0.4,99.6,864218
1329,2,3,1978,1657,"Tambacounda",8.8,7.2,5.7,114.3,632281
950,3,2,1995,5066,"St-Louis",6.9,4.9,1.1,62,551605
2260,2,2,1961,1760,"Kaolack",7.6,9.1,1.2,113.9,786636
2101,3,2,2011,3218,"Kaolack",5.8,1.5,3.4,131.5,653124
1600,1,1,1965,2108,"Podor",6.2,8.1,7,81.1,567554
2519,3,2,1980,2332,"Touba",6,8.1,9.4,126.2,754874
1644,5,3,1986,3392,"Touba",8.1,6.8,9.7,102.1,762614
957,4,3,1964,810,"Ziguinchor",11.1,3.9,7.4,93,646469
2255,1,2,1955,2224,"Kaolack",7.5,9.2,6.8,99.9,753905
1462,2,2,1971,7156,"Ziguinchor",7.9,5.8,1.1,70.9,581763
1869,2,2,1967,2376,"Thies",5.9,3.1,3.2,81.2,803766
1338,2,3,1975,5858,"St-Louis",7.4,3,8.4,131.4,551093
1148,4,2,1998,9567,"Touba",7.4,6.1,2.8,100.7,519681
2021,3,1,1988,7302,"Kaolack",9.5,9.9,0.2,90.2,715030
1351,5,1,2002,4159,"Ziguinchor",4.8,5.2,5.9,89.9,623146
1529,2,2,1978,8013,"Thies",5.9,8.7,3.3,92.8,638770
2162,3,2,1959,1416,"Thies",5.5,8.8,9.6,117.5,835960
519,1,1,1990,5918,"Dakar",7.3,2.9,9.5,88.3,546934
1331,3,2,1951,3638,"Kaolack",4.5,1.2,6.1,95.7,674389
2565,2,2,1976,3681,"St-Louis",9.5,7.2,1.7,102.5,801326
1797,3,1,1967,3490,"Touba",7.5,7.7,1.8,88.5,588647
958,2,2,2015,3032,"Thies",5.8,1.6,0.3,123.2,465124
1775,3,2,1959,3648,"Tambacounda",8.6,9.6,4.7,126.2,663913
1823,3,2,1978,3469,"St-Louis",6.1,8.1,6.7,99.5,695445
1412,3,3,2007,6416,"Touba",7.9,9.8,5.8,91,600259
1457,4,1,2009,4022,"Kaolack",6.4,8.9,4.1,105.3,627992
1780,3,2,2016,4604,"Touba",8,2.8,9.1,104.6,627189
2220,1,2,2018,4880,"Tambacounda",5,7,9.3,100,556720
1379,2,2,1998,6642,"Touba",6.3,7.7,4.3,118.6,630022
2158,2,2,1955,3719,"Podor",7.2,2.4,4.9,96.2,699430
866,1,2,1976,3254,"Ziguinchor",6.9,2.2,8.9,121.1,512970
2795,3,2,1953,6182,"Dakar",7.8,5.8,0.6,96,983630
2186,3,1,2011,7311,"Ziguinchor",9.3,7.9,6.6,122.3,659477
1489,4,2,2022,2562,"Touba",5.3,9,0.6,80.1,547517
1748,3,2,1979,5375,"Touba",4.2,4.7,6.1,59.5,670861
1184,3,2,1952,4925,"Touba",6.3,8.2,2.7,95.7,598839
1334,2,1,1964,2053,"Touba",8.7,1.4,9.5,72,677377
1949,3,1,2004,6851,"Thies",9.1,6.7,7.7,106.8,752506
768,3,1,2016,2854,"Dakar",7.4,9.6,6.6,76.1,465915
2139,3,2,1951,2600,"St-Louis",6.8,2.6,7.1,89.1,741080
2218,3,1,1973,7172,"Ziguinchor",6.1,4.9,9.6,116.3,762696
1861,2,3,1950,3807,"Tambacounda",8.1,8.9,0.5,100.8,735102
1406,2,2,1994,5928,"Touba",7.5,9.4,4.5,117,606594
2117,3,1,1957,4328,"St-Louis",5.7,2.9,4.4,156.3,768270
1698,4,3,1984,2313,"Ziguinchor",7.9,1.1,2.5,105.8,714012
2688,3,2,2010,3987,"Dakar",9.6,4.4,6.1,123.9,915236
2052,3,2,2021,6174,"Touba",10.2,5.7,1.8,116.2,659723
2730,3,2,1983,2381,"Tambacounda",6.7,3.3,2,117.7,764778
1495,3,2,2016,9755,"St-Louis",7.7,1.7,6.6,63.4,652491
2377,4,1,2001,5654,"St-Louis",7.6,5.2,2.6,122.4,562891
2285,2,2,1988,689,"Ziguinchor",5.8,5.5,1.5,93,732643
2119,4,1,2011,2947,"St-Louis",4.6,6.5,9.5,85.3,654661
2686,2,2,1968,5035,"Thies",4.9,8.3,3.6,84.9,917537
2389,2,3,1962,3064,"Ziguinchor",7.1,3.1,0.3,92.3,810349
2350,3,2,1967,6304,"St-Louis",6.5,7.1,4.7,95.8,678072
2488,2,2,2019,2695,"Dakar",8.9,8.9,3.5,104.4,927724
1441,3,3,2007,3109,"Tambacounda",8.8,1.4,3.6,75.6,626317
2144,2,2,1989,5859,"Touba",3.5,4.9,0.5,107.4,644864
2434,2,1,1959,3908,"Ziguinchor",8.9,8.9,9.9,107.2,728997
864,3,2,1977,4991,"Dakar",6.8,7.5,2.5,111,680802
2424,4,2,2005,6616,"Touba",7.7,9.8,6.2,92.4,753475
1261,4,2,1991,8103,"Touba",7.3,7,6,117.6,589335
1063,3,2,1970,8240,"Podor",3.5,6.7,5.8,102.9,467605
1749,4,2,2016,6733,"Kaolack",8.2,1.6,8.7,110.8,824983
943,3,1,2006,3793,"Podor",6.2,8,9.3,60,423909
1413,4,2,1965,4077,"Podor",6.3,7.5,7.9,84.9,716979
2224,3,2,1973,7537,"Tambacounda",8.5,2.9,0.3,145,689542
1842,3,2,1960,1714,"Kaolack",5.9,1.1,4.4,82.8,714766
2443,3,2,2007,7013,"Podor",7.8,9.9,8.2,81.2,597653
1938,2,2,1984,7099,"Touba",7,1.5,5.2,101.2,644413
944,5,2,2009,4422,"Kaolack",11.8,8.4,7.5,130.6,610271
1225,3,2,1960,5010,"Podor",9.3,4.5,6.8,119.3,577917
1880,5,2,1982,4579,"Dakar",4.7,7.4,7.6,108.9,818120
1586,3,2,1976,4721,"Dakar",9.6,9.3,1.2,115.8,689415
2254,2,2,2008,3206,"Tambacounda",8.6,7.8,2.7,107.4,731842
1875,2,2,1996,6982,"St-Louis",6.9,1.9,5.7,101,673258
1245,3,3,1996,6350,"Ziguinchor",6.7,4.7,4.6,95.3,572691
1526,3,2,1980,2283,"Thies",4.4,5,0.3,81.4,671292
2309,4,3,2003,7048,"Thies",8.1,3.5,1,98.5,858451
1327,3,1,1981,4798,"St-Louis",7.7,4.1,6.3,79.8,529454
1050,3,3,1992,3260,"Dakar",6.3,2.8,3,64.9,642916
2083,3,2,1981,4830,"Thies",7.1,8.9,4.9,101.5,826403
1891,3,2,1970,5853,"Kaolack",5.1,6,4.9,105.2,649785
1402,4,2,1954,9230,"Ziguinchor",6.3,8.8,10,91.7,611273
1777,3,1,1984,5710,"Ziguinchor",7.9,8.4,4.3,85,583916
1877,2,2,1987,4778,"Touba",7.2,8.4,0.1,86.1,522100
1417,4,2,1966,4059,"Dakar",7,9.5,3.9,71,733736
1982,1,2,1964,3410,"Kaolack",9.5,1.7,1.9,124.2,755255
1453,3,2,1951,6898,"Podor",10.2,6,7.5,83.8,575598
1628,3,3,1963,4851,"Tambacounda",8,4.3,0.3,61.9,686175
2171,3,2,1968,8425,"Tambacounda",6.2,8.2,0.1,115.4,646644
1657,2,2,2022,4074,"Thies",5.2,5.1,6.3,80.5,712060
965,3,3,2012,4412,"Kaolack",6.1,4,2.9,110.1,683256
1668,4,2,1981,6493,"St-Louis",6.2,4.4,6.9,141,716424
950,2,2,1952,5916,"Tambacounda",5.9,9.9,4.5,73,523184
1537,1,2,1985,4966,"Thies",10.6,6.5,6.4,80.4,692328
1481,4,2,1979,5313,"Kaolack",8.6,3.1,7.4,123.6,654823
3387,1,2,1963,1495,"Touba",8.3,7.6,8.6,70.5,924437
2046,1,1,1954,6272,"Ziguinchor",7.5,3.1,5.7,86.5,594426
2021,3,3,1995,7677,"Tambacounda",6.2,5.8,4.4,84.7,693731
1900,2,2,1971,2863,"Podor",7.3,2.5,5.9,72.5,721423
1535,2,2,1971,3315,"St-Louis",7.9,5.5,3.6,114.7,618396
461,3,2,1996,7962,"Touba",6.4,4.9,3.3,130,536180
2706,2,2,1956,6341,"Tambacounda",6.8,7.1,1.3,93.3,838221
1542,2,2,1977,7442,"Kaolack",6.4,7,3.8,141.6,581601
1369,5,3,1976,5268,"Dakar",8.4,7.2,5.1,121.2,883547
1485,1,3,1993,6636,"Dakar",6.6,4.4,2.9,92.2,724302
2337,4,2,2005,7670,"Podor",6,9.7,0.2,115.2,694462
2173,3,2,1952,7464,"St-Louis",6.9,1.5,9.5,98.6,813210
2461,3,2,1965,3541,"Tambacounda",5.4,1.2,2.4,98.2,687645
1940,3,2,2012,5117,"Dakar",5.1,2.6,8.6,105,746011
1742,2,2,1955,5500,"Dakar",4.9,1.9,5.5,107.8,785668
1675,2,1,2001,5680,"Ziguinchor",3.8,9,8.9,83.8,517140
1021,3,3,1968,5833,"Touba",6.2,3.7,0.5,74.3,519433
1930,1,1,1954,3976,"Podor",6.2,2.3,5.9,123.8,630794
1631,4,3,2007,7577,"Touba",6.5,4,0.2,75.8,619262
1609,2,2,1978,3422,"Ziguinchor",9.6,7.9,0.4,92.9,662504
2326,4,2,1967,8015,"Podor",5.9,5,3.8,87.9,826043
2406,4,3,2011,2815,"Touba",7.7,5.5,9.5,99.6,759496
3027,3,2,2004,4705,"Thies",7.7,8.6,8,117.8,831365
2032,3,2,1959,6575,"St-Louis",6.4,1.3,8,80.5,664128
1753,3,1,1998,4586,"Kaolack",8.4,8.6,9.8,100.3,679636
1346,1,2,1978,3151,"Dakar",5.4,5.1,2.6,108.4,724925
1783,4,2,2009,2070,"Kaolack",6.1,4.9,7.1,115.8,663488
2660,3,2,1996,6689,"Kaolack",4.1,1.8,0.4,113.6,821555
1682,2,1,1999,5557,"Ziguinchor",9,5.6,1.9,98.7,549663
2654,2,2,1973,5200,"Ziguinchor",2.8,5.7,8.9,106.2,712831
1689,3,2,2010,4840,"Ziguinchor",6.8,6.6,4.4,92.3,592396
1905,3,2,1951,6180,"Thies",7.4,6.1,4.2,78.9,805869
3040,3,2,1967,5817,"Kaolack",7.7,6.2,5.8,75.5,939312
1814,3,2,1999,4555,"Dakar",8.1,5.9,7.6,83.8,766616
1074,2,2,1988,7238,"Podor",6.3,3.2,3.8,90.6,492858
1463,3,2,1989,6412,"Podor",6.9,3.3,5.6,131.1,625047
1272,2,3,1991,3161,"Dakar",7.5,3.7,3,100.7,724363
1845,4,2,2003,4611,"Kaolack",5.6,2.7,1.8,98.6,643538
1514,2,1,1979,2404,"Ziguinchor",4.7,3,7.2,84.9,674176
1989,3,1,1977,2366,"Dakar",7.6,4.4,4.2,125.4,778747
2612,5,2,2012,6506,"Dakar",8.9,1.6,4.9,87.5,969358
1312,3,2,1953,7136,"Kaolack",6.5,7.6,1.8,120.5,569670
1296,5,3,2000,9446,"Dakar",7,6,6.1,89.9,820801
1672,5,2,2004,5461,"Ziguinchor",7.7,8.5,9.5,54.6,678941
2241,5,2,2000,3625,"Touba",8.7,6.1,2.1,104.4,746989
1988,2,2,2000,5269,"Touba",9.3,3.3,0.6,97.4,556664
1852,3,2,2011,785,"St-Louis",8.4,9.5,4,104.6,572596
2586,2,2,2000,3974,"Dakar",6.1,2,8.7,98.4,894178
1666,2,2,1985,2003,"Dakar",7.2,9.4,7.8,114.8,753926
2724,3,2,1985,4757,"Ziguinchor",6.8,2.6,2.2,108.2,813548
1045,2,2,1961,8965,"Ziguinchor",9.2,5.1,5.7,119.7,550992
1941,4,2,1997,6704,"Tambacounda",4.8,4.5,5.1,98.6,707228
2252,2,2,1994,3992,"Podor",8,4.2,2.4,122.4,664729
2369,4,2,1971,3528,"St-Louis",7.4,8.1,3.2,67.5,710723
1074,2,2,1998,5162,"Touba",7.6,8.7,9,87.3,509842
1487,2,2,1996,4070,"Thies",7.5,8.1,8.6,115.3,707961
834,4,2,1953,6961,"St-Louis",6.2,9.4,3.4,103.1,584961
1680,3,2,1961,4027,"St-Louis",6.8,4.2,7.5,82.7,584181
1550,4,2,2006,1428,"Tambacounda",7.1,9.1,2.3,69.1,539937
2294,1,2,1974,4392,"Dakar",5.5,1.6,6.6,114.4,942428
2008,2,2,1999,4786,"Ziguinchor",7.5,4.5,8,137.9,726480
1652,5,1,1961,6231,"Touba",7.4,9.4,4.7,85.3,614466
2481,4,2,1961,3086,"Thies",7.4,6.4,1.4,82.4,883513
1728,2,2,1960,4715,"Thies",7,8.1,4.4,99.6,666796
2458,2,2,1974,4908,"Touba",6.9,7.5,2,90.9,700689
2133,3,1,2005,7492,"Kaolack",5.5,9.8,9.4,116,656830
2131,4,3,1999,6565,"Tambacounda",7.3,2.3,0.2,112,726059
2253,2,2,1961,9357,"Ziguinchor",6,8.7,3.1,107.9,632889
1490,2,2,1966,6756,"Dakar",7.5,7.1,6,118.2,775581
1094,5,2,1956,3103,"St-Louis",7.4,3,4.3,113.3,678320
2205,2,2,1987,-405,"Tambacounda",7.1,6.6,6.7,126.9,734291
1150,3,2,1985,4944,"St-Louis",7.8,9,5.4,129.9,601233
1348,2,2,1951,4652,"Dakar",4.8,10,3.5,64.8,704999
1691,4,2,1971,4111,"Thies",5.4,6.6,1.9,88.9,773048
2082,2,2,1979,7646,"Thies",6.1,8.5,3.6,76,758427
2105,3,2,1978,6020,"Kaolack",4.5,1.3,9.1,71.4,727399
882,2,3,2014,4771,"Kaolack",5.5,7.3,4.4,111.7,435246
1922,3,1,1965,4953,"Tambacounda",2.7,7.1,6.5,133.5,630760
914,4,2,1960,9065,"Kaolack",8.9,7.8,1.6,115.1,571402
2925,3,2,1988,1194,"St-Louis",10.1,8.3,4.2,118.4,783116
1328,2,1,2018,1426,"Touba",10,3,8,80.9,485197
2643,2,2,1961,5789,"Ziguinchor",6.9,2.7,7.3,84.9,804379
1631,3,3,1970,5524,"Touba",4.7,6,3.8,103.6,634530
2110,3,2,1950,7066,"Podor",6.3,5.6,0.6,95,773512
1399,2,2,1974,3768,"Dakar",8.9,4.5,5.5,105.2,783015
1858,3,2,1959,6978,"Thies",8.4,9.6,9.8,102,796888
2104,3,2,1975,6581,"Ziguinchor",7,5.7,0.3,94.4,674248
2564,3,2,1973,2886,"Podor",7.2,5.6,3.1,82.7,756145
1486,5,2,1976,3784,"Thies",9,3.5,9.6,84.6,876656
1018,3,2,1964,8756,"Touba",6.3,1.8,7.2,105.6,606373
1187,3,2,1974,2252,"Tambacounda",5.9,6.7,2.5,104.9,499395
1863,2,2,1970,4990,"Kaolack",9.2,2.7,9.2,130.9,771525
1930,5,2,1976,7320,"Podor",3.8,8.6,6.1,125.4,713711
1662,5,2,1960,5213,"Tambacounda",4.9,5.2,3.4,83.4,624362
1825,2,3,1976,4211,"Dakar",6.9,8.1,0.3,73.5,739021
1645,1,2,2016,7331,"Ziguinchor",6.9,7.4,7.5,81.8,496987
1589,2,2,1996,3387,"St-Louis",6.1,2.1,4.2,90.8,740453
2923,3,2,1969,4828,"Kaolack",6.6,6.8,3.5,129.5,831483
1843,3,2,1961,6555,"Dakar",5.2,8.7,6.6,77.8,907019
2412,4,2,1986,3906,"Thies",8.1,4.1,8.7,99.4,910936
3109,3,1,1960,5935,"St-Louis",5.2,2.3,3.3,81.7,819969
1137,2,2,2017,7866,"Kaolack",9.3,3.6,3.5,122.4,561908
1731,2,3,1951,4077,"Dakar",8.8,6.5,2.2,102.6,797936
1799,3,2,1986,11074,"Ziguinchor",6.3,9.9,0,107.1,527959
2403,3,2,1968,4204,"Ziguinchor",3.7,9.8,0.5,136.3,679584
1636,2,2,1989,6748,"Thies",7.1,8.8,8.3,92.9,717401
1957,2,2,1957,7982,"Thies",7.6,8.9,7.7,117.6,710300
1891,2,1,1988,4383,"Ziguinchor",6.8,5.8,8.3,85.1,607198
1987,3,2,1950,3991,"Ziguinchor",9,3.2,1.8,89.2,626597
1479,4,2,1989,2175,"St-Louis",7.2,1.7,9.1,86.4,656498
3088,3,2,2002,6227,"Tambacounda",3.9,1,4.2,89.7,775539
1230,3,2,1961,7575,"Dakar",4.1,1,5.5,104.5,773590
1645,1,1,1956,1169,"Thies",7.8,5.4,0.8,116.4,690274
2008,3,2,1980,5977,"Touba",6.8,8.7,6.3,100.5,714587
2016,2,2,1986,7546,"Dakar",4.9,7.4,4.7,92.6,713723
1215,3,2,1963,7320,"Kaolack",7.8,7.6,8.5,84.6,614102
1725,3,2,2004,8159,"Kaolack",6,9.3,7.2,109.3,601423
1100,4,1,1962,5290,"Podor",7.6,6,3.2,84.1,523743
2259,1,1,1962,2368,"Kaolack",9.8,3.1,9.9,88.8,862995
1340,2,2,1994,5758,"Podor",7.7,6.7,5.2,92,497045
1237,2,2,1980,6266,"Kaolack",6.3,1.5,6.5,79.2,606771
1797,4,2,1952,6645,"Podor",7.7,3.3,5.9,127.2,759837
1172,3,3,1977,4149,"Touba",4.9,2.7,8,91,569473
1906,3,2,2005,8703,"Podor",9.6,2.8,4.5,170.2,630500
1522,3,1,1959,6705,"St-Louis",6.1,5.6,2.8,77.2,557947
1486,3,2,2016,4678,"St-Louis",8.8,5.9,4.8,82.5,550192
1002,2,2,1972,6830,"Dakar",6.5,1.9,8.7,91.2,664269
562,3,2,2019,7948,"Podor",8,4.1,2.8,122.6,401938
2355,2,2,1969,1010,"Dakar",8.3,2.5,5.4,85.9,927810
2680,3,2,1958,6898,"Tambacounda",6.7,3.3,9.4,130.5,788213
2428,3,2,1978,8986,"Touba",5.4,3.6,4,72.3,777094
1759,4,3,2002,4389,"St-Louis",7.6,6.3,4.5,57.6,636238
1874,3,2,1994,3802,"Podor",6.1,5,0.6,118,621073
1977,3,2,1981,6123,"Dakar",7.6,4.6,3.4,121.8,801680
1631,3,2,2011,5225,"Touba",9.2,3.3,8.9,121.8,594316
2046,3,3,1977,5341,"Ziguinchor",9.2,6.8,7,88,728055
2215,2,2,1956,6994,"Touba",9,4.9,7,83,744249
2274,2,2,1963,6696,"Podor",4.5,6.1,3.2,117,708493
2383,4,2,1969,3043,"Thies",5.6,9,7.3,127.9,917627
1589,3,3,2014,4463,"Touba",7.7,1.5,1.4,70.4,611991
1967,5,2,2013,4803,"Dakar",6.9,9.1,3.8,119.9,778041
1747,5,2,1962,5278,"Ziguinchor",7.6,4.3,6.2,96.6,703072
1156,4,2,2016,6422,"Kaolack",4.9,5.4,1.2,103.7,696275
1346,2,2,1990,4194,"Thies",6.8,5.8,5.4,93.2,746995
1658,2,2,2015,2874,"St-Louis",7.7,6.2,0.5,89.6,514924
1933,2,2,2007,4109,"Kaolack",8.2,1.3,2.5,98.8,670478
2412,4,3,1968,3275,"Kaolack",7.2,1.9,3.5,128.8,888274
2211,2,2,1961,1412,"Ziguinchor",8,9.5,5.3,115.3,674719
1176,2,2,1986,5650,"Tambacounda",5.5,4.5,9,101.7,576937
2101,2,1,1992,3348,"Tambacounda",8.1,4.5,3.8,84.2,596697
1346,3,1,1982,1493,"Dakar",6.9,4.7,4.5,112.5,769016
2250,3,1,1985,5874,"Touba",8,5.5,1.7,105.9,728919
1323,2,2,2015,4686,"Ziguinchor",7.8,2.1,0.8,103.3,552263
1180,2,3,1964,6451,"Ziguinchor",8.3,6.4,0.4,55.6,547677
1841,4,1,2003,9208,"Podor",6.1,8.9,6.3,68.8,654280
1393,3,2,2015,4226,"Thies",7.4,1.5,0.6,89.1,692518
2332,3,3,1972,7080,"Thies",7.6,7.1,2.8,84.9,910167
1275,2,3,1978,3354,"Thies",9.7,4.4,1.3,93.2,707908
2058,3,3,1979,4460,"Kaolack",6.4,1.5,3.3,116.2,773001
2293,2,2,1950,3818,"Kaolack",6.4,4.6,3.6,87.6,715997
1624,3,2,1990,2713,"Ziguinchor",6.4,9.9,4.2,125.9,512341
